Car,Location,Fuel,Transmission,Owner,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP
Mahindra XUV500 W6 2WD,Jaipur,Diesel,Manual,First,110000,2012,11,15.1,2179.0,140.0,7.0,0.0,7.2
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,Diesel,Manual,First,61000,2014,9,18.6,1388.0,67.0,5.0,0.0,2.98
Hyundai Santro Xing GLS,Pune,Petrol,Manual,Second,75000,2010,13,17.92,1086.0,62.1,5.0,0.0,1.7
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,Diesel,Automatic,First,55000,2015,8,12.0,2987.0,224.0,7.0,0.0,52.0
Maruti Alto LXi BSII,Pune,Petrol,Manual,First,69966,2003,20,19.7,796.0,46.3,5.0,0.0,0.95
Honda City i VTEC VX Option,Mumbai,Petrol,Manual,First,42000,2016,7,17.8,1497.0,117.3,5.0,0.0,9.25
Hyundai Santa Fe 2WD AT,Bangalore,Diesel,Automatic,First,48000,2014,9,13.01,2199.0,194.3,7.0,0.0,16.25
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,Diesel,Automatic,First,35000,2015,8,17.9,2143.0,136.0,5.0,0.0,20.99
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,Diesel,Manual,Second,128000,2005,18,12.8,2494.0,102.0,8.0,0.0,4.25
BMW 3 Series 320d Sedan,Bangalore,Diesel,Automatic,Second,78000,2008,15,16.07,1995.0,181.0,5.0,0.0,7.2
Maruti Swift ZXI,Hyderabad,Petrol,Manual,First,53080,2011,12,18.6,1197.0,85.8,5.0,0.0,4.4
Volkswagen Vento Petrol Highline,Pune,Petrol,Manual,Second,66000,2011,12,15.04,1598.0,103.6,5.0,0.0,4.25
Maruti Ertiga VXI,Ahmedabad,Petrol,Manual,First,25000,2012,11,16.02,1373.0,93.7,7.0,0.0,5.35
Hyundai Grand i10 AT Asta,Coimbatore,Petrol,Automatic,Second,36139,2016,7,18.9,1197.0,82.0,5.0,0.0,6.3
Hyundai Creta 1.6 CRDi SX,Delhi,Diesel,Manual,First,44000,2017,6,19.67,1582.0,126.2,5.0,0.0,12.5
Audi A6 3.0 TDI quattro,Ahmedabad,Diesel,Automatic,Second,50000,2008,15,16.77,2967.0,241.38,5.0,0.0,7.5
Mahindra XUV500 W8 1.99 mHawk,Delhi,Diesel,Manual,First,81177,2016,7,16.0,1997.0,140.0,7.0,0.0,11.25
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,Petrol,Automatic,First,26000,2016,7,16.05,1499.0,110.4,5.0,0.0,7.65
Hyundai Xcent 1.1 CRDi Base,Mumbai,Diesel,Manual,First,100000,2016,7,24.4,1120.0,71.0,5.0,0.0,4.5
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,Diesel,Automatic,First,75000,2014,9,21.21,1498.0,103.2,5.0,0.0,7.5
Mercedes-Benz S-Class 280 AT,Kochi,Petrol,Automatic,First,119859,2004,19,13.0,2987.0,210.0,5.0,0.0,7.1
Hyundai i10 Magna,Mumbai,Petrol,Manual,First,55980,2010,13,20.36,1197.0,78.9,5.0,0.0,2.25
Audi A4 35 TDI Technology Edition,Hyderabad,Diesel,Automatic,First,30000,2015,8,17.11,1968.0,174.33,5.0,0.0,27.0
Hyundai i20 Sportz 1.4 CRDi,Pune,Diesel,Manual,Second,49700,2012,11,21.9,1396.0,88.76,5.0,0.0,4.18
Hyundai Verna 1.4 EX,Chennai,Diesel,Manual,First,79000,2013,10,23.5,1396.0,88.7,5.0,0.0,6.5
Honda City 1.5 V MT,Delhi,Petrol,Manual,First,65100,2010,13,17.0,1497.0,118.0,5.0,0.0,3.15
Maruti Ertiga VDI,Pune,Diesel,Manual,First,54161,2016,7,25.47,1248.0,88.5,7.0,11.27,7.64
Maruti Alto LXi BSII,Hyderabad,Petrol,Manual,First,28619,2011,12,19.7,796.0,46.3,5.0,0.0,2.4
Maruti Wagon R AMT VXI,Mumbai,Petrol,Automatic,First,9000,2016,7,20.51,998.0,67.0,5.0,0.0,4.25
Hyundai Verna 1.6 CRDi AT SX,Kochi,Diesel,Automatic,First,42876,2016,7,19.08,1582.0,126.2,5.0,0.0,9.31
Maruti Alto LXi BSIII,Bangalore,Petrol,Manual,First,64000,2011,12,19.7,796.0,46.3,5.0,0.0,2.39
Volkswagen Vento 1.6 Comfortline,Kochi,Petrol,Manual,Second,20488,2018,5,16.09,1598.0,103.5,5.0,11.48,7.64
Maruti Baleno Zeta 1.2,Delhi,Petrol,Manual,First,21000,2016,7,21.4,1197.0,83.1,5.0,0.0,6.21
Land Rover Freelander 2 TD4 SE,Jaipur,Diesel,Automatic,First,119203,2012,11,0.0,2179.0,115.0,5.0,0.0,16.5
Honda CR-V 2.0L 2WD AT,Kochi,Petrol,Automatic,First,55987,2011,12,13.7,1997.0,153.86,5.0,0.0,8.22
Toyota Fortuner 2.8 2WD MT,Coimbatore,Diesel,Manual,First,72668,2017,6,14.24,2755.0,174.5,7.0,37.17,28.85
Honda City V AT,Mumbai,Petrol,Automatic,First,32000,2015,8,15.6,1497.0,116.3,5.0,0.0,8.5
Mercedes-Benz SLK-Class 55 AMG,Bangalore,Petrol,Automatic,Second,3000,2014,9,12.0,5461.0,421.0,2.0,0.0,90.0
Honda City i-VTEC S,Mumbai,Petrol,Manual,First,10400,2015,8,17.4,1497.0,117.3,5.0,0.0,6.51
Maruti Swift VDI,Mumbai,Diesel,Manual,First,35000,2013,10,22.9,1248.0,74.0,5.0,0.0,4.65
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,Petrol,Automatic,First,55101,2013,10,14.53,1794.0,138.1,5.0,0.0,8.4
Toyota Etios Cross 1.4L VD,Bangalore,Diesel,Manual,First,57464,2014,9,23.59,1364.0,67.06,5.0,9.99,5.75
Maruti Wagon R LX,Jaipur,Petrol,Manual,First,110000,2006,17,18.9,998.0,67.1,5.0,0.0,1.11
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,Petrol,Automatic,First,72000,2014,9,12.0,1991.0,184.0,5.0,0.0,17.25
Jaguar XF Aero Sport Edition,Delhi,Diesel,Automatic,First,16000,2012,11,16.36,2179.0,187.7,5.0,0.0,32.0
Hyundai i20 Sportz Petrol,Kochi,Petrol,Manual,First,62020,2011,12,17.0,1197.0,80.0,5.0,0.0,3.45
Land Rover Freelander 2 SE,Pune,Diesel,Automatic,Second,85000,2014,9,12.39,2179.0,147.51,5.0,0.0,23.0
Hyundai Elite i20 Petrol Sportz,Kochi,Petrol,Manual,First,14223,2018,5,18.6,1197.0,81.86,5.0,0.0,7.32
Honda Amaze S i-Vtech,Jaipur,Petrol,Manual,First,41210,2014,9,18.0,1198.0,86.7,5.0,0.0,4.4
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,Diesel,Automatic,First,20000,2015,8,0.0,2987.0,165.0,5.0,0.0,47.35
Maruti Alto 800 VXI,Coimbatore,Petrol,Manual,First,18043,2016,7,22.74,796.0,47.3,5.0,0.0,4.12
Toyota Innova Crysta 2.8 ZX AT,Chennai,Diesel,Automatic,First,80000,2016,7,11.36,2755.0,171.5,7.0,26.95,19.5
Hyundai Grand i10 AT Asta,Hyderabad,Petrol,Automatic,First,21000,2016,7,18.9,1197.0,82.0,5.0,0.0,6.2
BMW X3 xDrive30d M Sport,Bangalore,Diesel,Automatic,First,49000,2016,7,16.55,2993.0,258.0,5.0,0.0,45.0
Hyundai i20 Magna,Chennai,Petrol,Manual,Second,95000,2010,13,18.5,1197.0,80.0,5.0,0.0,2.8
Hyundai Grand i10 AT Asta,Pune,Petrol,Automatic,First,32000,2015,8,18.9,1197.0,82.0,5.0,0.0,4.8
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,Diesel,Manual,First,122800,2014,9,25.01,1498.0,89.75,5.0,0.0,5.65
Maruti Swift Dzire VDI,Ahmedabad,Diesel,Manual,First,69000,2015,8,26.59,1248.0,74.0,5.0,0.0,5.9
Toyota Etios VXD,Pune,Diesel,Manual,Second,65000,2015,8,23.59,1364.0,67.04,5.0,0.0,5.0
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,Petrol,Manual,First,23000,2015,8,19.1,1197.0,82.0,5.0,0.0,4.9
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,Petrol,Manual,First,70000,2009,14,13.5,1799.0,130.0,5.0,0.0,4.25
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,Diesel,Manual,First,250000,2014,9,12.99,2494.0,100.6,8.0,0.0,10.9
Hyundai Accent GLE,Delhi,Petrol,Manual,First,56000,2012,11,13.2,1495.0,94.0,5.0,0.0,2.45
Maruti Alto 800 LXI,Pune,Petrol,Manual,First,30000,2013,10,22.74,796.0,47.3,5.0,0.0,2.5
Mercedes-Benz SL-Class SL 500,Kolkata,Petrol,Automatic,First,35000,2010,13,8.1,5461.0,387.3,2.0,0.0,29.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,Diesel,Manual,Second,92250,2013,10,22.7,1498.0,89.84,5.0,0.0,5.75
Hyundai Xcent 1.2 VTVT E,Pune,Petrol,Manual,First,40000,2018,5,20.14,1197.0,81.86,5.0,6.71,5.0
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,Petrol,Automatic,First,96848,2014,9,14.3,1598.0,103.6,5.0,0.0,4.62
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,Diesel,Automatic,First,42000,2016,7,15.73,1968.0,174.33,5.0,0.0,23.5
Mahindra XUV500 W8 2WD,Kolkata,Diesel,Manual,First,55886,2013,10,16.0,2179.0,140.0,7.0,0.0,7.25
Hyundai Verna VTVT 1.6 SX Option,Kochi,Petrol,Manual,First,12336,2019,4,17.0,1591.0,121.3,5.0,13.6,11.88
Hyundai Verna Xi (Petrol),Chennai,Petrol,Manual,Third,60000,2009,14,13.9,1599.0,103.2,5.0,0.0,2.25
Ford Ikon 1.6 CLXI,Pune,Petrol,Manual,Second,83000,2003,20,14.2,1597.0,92.0,5.0,0.0,0.85
Nissan Micra Active XV,Pune,Petrol,Manual,First,24000,2018,5,19.69,1198.0,67.04,5.0,6.99,4.0
Honda Brio VX AT,Pune,Petrol,Automatic,First,32198,2016,7,16.5,1198.0,86.8,5.0,0.0,5.1
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,Diesel,Manual,First,92247,2014,9,12.99,2494.0,100.6,7.0,0.0,12.5
Volkswagen Vento 1.5 TDI Highline,Chennai,Diesel,Manual,First,121311,2011,12,20.64,1498.0,108.5,5.0,14.32,2.9
Mahindra XUV500 W10 AWD,Coimbatore,Diesel,Manual,First,66296,2016,7,16.0,2179.0,140.0,7.0,0.0,15.96
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,Petrol,Automatic,First,41000,2015,8,16.9,1197.0,82.0,5.0,0.0,5.45
Ford Endeavour 2.2 Trend MT 4X4,Kochi,Diesel,Manual,First,38681,2017,6,13.5,2198.0,157.7,7.0,0.0,23.86
Chevrolet Spark 1.0 LT,Kochi,Petrol,Manual,First,43761,2008,15,18.0,995.0,62.0,5.0,0.0,1.75
Maruti Ertiga SHVS VDI,Hyderabad,Diesel,Manual,First,17400,2017,6,24.52,1248.0,88.5,7.0,0.0,9.75
Honda Amaze S i-Dtech,Bangalore,Diesel,Manual,First,61510,2013,10,25.8,1498.0,98.6,5.0,0.0,4.75
Honda City i VTEC S,Delhi,Petrol,Manual,First,60000,2014,9,17.4,1497.0,117.3,5.0,0.0,6.25
Mini Cooper Countryman D,Bangalore,Diesel,Automatic,Second,35165,2014,9,23.8,1998.0,112.0,5.0,0.0,22.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,Petrol,Automatic,First,41617,2016,7,14.53,1794.0,138.1,5.0,0.0,14.14
Skoda Superb Elegance 1.8 TSI AT,Delhi,Petrol,Automatic,First,65000,2014,9,13.7,1798.0,157.75,5.0,0.0,11.95
Maruti Wagon R LXI BS IV,Delhi,Petrol,Manual,First,68000,2011,12,18.9,998.0,67.1,5.0,0.0,2.5
Hyundai i10 Era 1.1,Mumbai,Petrol,Manual,First,49000,2013,10,19.81,1086.0,68.05,5.0,0.0,2.75
Tata Tiago 1.2 Revotron XT Option,Coimbatore,Petrol,Manual,First,16698,2019,4,23.84,1199.0,84.0,5.0,6.21,5.85
Maruti Baleno Zeta 1.2,Ahmedabad,Petrol,Manual,First,30965,2016,7,21.4,1197.0,83.1,5.0,0.0,6.25
Volkswagen Vento 1.6 Highline,Mumbai,Petrol,Manual,First,56058,2014,9,15.04,1598.0,103.2,5.0,0.0,4.95
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,Petrol,Manual,First,15356,2017,6,18.9,1197.0,81.86,5.0,0.0,4.75
Ford Figo Diesel EXI,Delhi,Diesel,Manual,First,54000,2013,10,20.0,1399.0,68.05,5.0,0.0,2.55
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,Petrol,Automatic,Second,47000,2011,12,13.9,1799.0,130.3,5.0,0.0,4.5
Maruti Alto 800 LXI,Kochi,Petrol,Manual,First,21652,2015,8,22.74,796.0,47.3,5.0,0.0,3.01
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,Diesel,Automatic,First,52000,2016,7,15.68,1999.0,177.0,5.0,74.49,42.0
Audi A6 2.7 TDI,Kolkata,Diesel,Automatic,First,35010,2010,13,12.4,2698.0,179.5,5.0,0.0,11.5
Mercedes-Benz E-Class 280 CDI,Hyderabad,Diesel,Automatic,First,76662,2006,17,11.0,2987.0,198.5,5.0,0.0,10.99
Honda City 1.5 V AT Exclusive,Jaipur,Petrol,Automatic,First,89000,2009,14,17.0,1497.0,118.0,5.0,0.0,3.71
Honda CR-V 2.4 4WD AT,Jaipur,Petrol,Automatic,Third,80000,2006,17,10.1,2354.0,152.0,5.0,0.0,2.0
Maruti Ciaz 1.3 Alpha,Kochi,Diesel,Manual,First,39023,2018,5,28.09,1248.0,88.5,5.0,0.0,9.48
Maruti Wagon R LXI,Jaipur,Petrol,Manual,Second,62000,2004,19,18.9,998.0,67.1,5.0,0.0,1.25
Hyundai Creta 1.6 CRDi SX Option,Jaipur,Diesel,Manual,First,78046,2015,8,19.67,1582.0,126.2,5.0,0.0,10.9
Maruti Ciaz VDi Plus SHVS,Kolkata,Diesel,Manual,First,34400,2015,8,28.09,1248.0,88.5,5.0,0.0,5.5
Hyundai EON D Lite Plus,Coimbatore,Petrol,Manual,First,64624,2016,7,21.1,814.0,55.2,5.0,0.0,3.71
Maruti Ertiga VXI,Mumbai,Petrol,Manual,First,69192,2014,9,16.02,1373.0,93.7,7.0,0.0,6.25
Volkswagen Vento Diesel Highline,Chennai,Diesel,Manual,First,55000,2012,11,20.54,1598.0,103.6,5.0,0.0,4.9
Honda City 1.5 GXI,Mumbai,Petrol,Manual,Second,81000,2005,18,12.8,1493.0,100.0,5.0,0.0,1.1
Volkswagen Polo Petrol Trendline 1.2L,Kochi,Petrol,Manual,First,36733,2016,7,16.47,1198.0,73.9,5.0,0.0,4.72
Mercedes-Benz GLA Class 200 CDI,Mumbai,Diesel,Automatic,First,43022,2016,7,17.9,2143.0,136.0,5.0,0.0,24.85
Hyundai Santa Fe 4X2,Jaipur,Diesel,Manual,First,74000,2013,10,14.66,2199.0,194.3,7.0,0.0,12.25
Maruti Swift VDI,Kolkata,Diesel,Manual,First,47000,2014,9,22.9,1248.0,74.0,5.0,0.0,3.9
Hyundai Elite i20 Sportz Plus,Kochi,Petrol,Manual,First,37460,2017,6,18.6,1197.0,81.86,5.0,8.03,6.28
Mahindra Xylo E8 BS IV,Mumbai,Diesel,Manual,First,130000,2011,12,14.0,2498.0,112.0,8.0,0.0,2.75
Hyundai Grand i10 Asta Option,Coimbatore,Petrol,Manual,First,31576,2017,6,18.9,1197.0,82.0,5.0,0.0,7.85
Volkswagen Vento Petrol Highline,Mumbai,Petrol,Manual,First,66000,2011,12,15.04,1598.0,103.6,5.0,0.0,2.95
Honda Accord 2.4 A/T,Mumbai,Petrol,Automatic,Second,79000,2008,15,11.7,2354.0,177.6,5.0,0.0,4.85
Mercedes-Benz S-Class S 350 d,Bangalore,Diesel,Automatic,Second,47140,2011,12,13.5,2925.0,281.61,5.0,171.0,30.0
Mercedes-Benz B Class B200 CDI,Bangalore,Diesel,Automatic,First,36610,2016,7,15.0,2143.0,107.3,5.0,0.0,19.9
Hyundai Creta 1.6 SX Option Diesel,Bangalore,Diesel,Manual,First,93000,2016,7,20.5,1582.0,126.2,5.0,19.18,10.8
Maruti Alto LXI,Hyderabad,Petrol,Manual,First,52195,2007,16,19.7,796.0,46.3,5.0,0.0,1.75
Audi A3 35 TDI Premium,Mumbai,Diesel,Automatic,First,20003,2016,7,20.38,1968.0,143.0,5.0,0.0,19.25
Renault Duster 85PS Diesel RxL,Delhi,Diesel,Manual,First,66314,2013,10,19.87,1461.0,83.8,5.0,0.0,5.5
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,Diesel,Manual,First,76000,2009,14,17.8,1399.0,68.0,5.0,0.0,2.75
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,Diesel,Manual,First,29000,2015,8,19.67,1582.0,126.2,5.0,0.0,13.0
Ford Figo Diesel ZXI,Mumbai,Diesel,Manual,First,30000,2011,12,20.0,1399.0,68.0,5.0,0.0,3.2
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,Petrol,Manual,First,56526,2013,10,15.26,1598.0,103.5,5.0,0.0,5.84
Volvo V40 D3 R Design,Hyderabad,Diesel,Automatic,Second,38000,2015,8,16.8,1969.0,150.0,5.0,37.9,24.0
Hyundai Verna SX CRDi AT,Chennai,Diesel,Automatic,First,41000,2012,11,19.08,1582.0,126.32,5.0,0.0,6.25
BMW 7 Series 2007-2012 730Ld,Hyderabad,Diesel,Automatic,First,53000,2009,14,14.49,2993.0,258.0,5.0,0.0,36.0
Mitsubishi Lancer GLXD,Chennai,Diesel,Manual,Third,125000,2003,20,14.8,1998.0,68.0,5.0,0.0,3.0
Toyota Fortuner 3.0 Diesel,Chennai,Diesel,Manual,First,242000,2010,13,11.5,2982.0,171.0,7.0,0.0,11.0
Maruti Ciaz VDi Plus,Chennai,Diesel,Manual,First,90000,2015,8,26.21,1248.0,88.5,5.0,0.0,6.5
Maruti Vitara Brezza VDi Option,Hyderabad,Diesel,Manual,First,11000,2018,5,24.3,1248.0,88.5,5.0,0.0,9.4
BMW 3 Series Luxury Line,Kochi,Diesel,Automatic,First,21936,2018,5,21.76,1995.0,190.0,5.0,58.67,37.92
Volkswagen Vento Petrol Highline AT,Pune,Petrol,Automatic,First,41000,2013,10,14.4,1598.0,103.6,5.0,0.0,5.25
Hyundai i20 1.2 Asta,Chennai,Petrol,Manual,First,47000,2011,12,17.0,1197.0,80.0,5.0,0.0,4.5
BMW X5 3.0d,Chennai,Diesel,Automatic,First,110000,2009,14,11.0,2993.0,235.0,5.0,0.0,18.0
Hyundai Xcent 1.2 Kappa S,Coimbatore,Petrol,Manual,First,45960,2015,8,19.1,1197.0,82.0,5.0,0.0,5.56
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,Diesel,Automatic,First,48000,2013,10,14.21,2143.0,203.0,5.0,0.0,22.0
Land Rover Freelander 2 SE,Hyderabad,Diesel,Automatic,First,68000,2011,12,12.39,2179.0,147.51,5.0,0.0,22.0
Hyundai i10 Magna,Mumbai,Petrol,Manual,First,41000,2011,12,20.36,1197.0,78.9,5.0,0.0,2.65
Hyundai Verna 1.6 SX CRDi (O),Jaipur,Diesel,Manual,Second,69573,2013,10,22.32,1582.0,126.32,5.0,0.0,5.85
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,Diesel,Manual,First,115000,2012,11,19.33,1968.0,138.1,5.0,0.0,6.95
Mahindra XUV500 W8 2WD,Kolkata,Diesel,Manual,First,47629,2012,11,15.1,2179.0,140.0,7.0,0.0,6.5
Maruti Omni 8 Seater BSII,Jaipur,Petrol,Manual,Third,66624,2004,19,19.7,796.0,35.0,8.0,0.0,0.85
Skoda Superb Style 1.8 TSI AT,Delhi,Petrol,Automatic,Second,80000,2013,10,14.67,1798.0,177.46,5.0,32.54,7.25
Maruti Swift VDI,Pune,Diesel,Manual,First,94868,2012,11,22.9,1248.0,74.0,5.0,0.0,4.5
Mahindra Scorpio 2.6 LX,Mumbai,Diesel,Manual,First,76477,2010,13,10.5,2179.0,120.0,8.0,0.0,4.25
Mercedes-Benz GLA Class 200 Sport Edition,Chennai,Petrol,Automatic,First,28000,2016,7,13.7,1991.0,183.0,5.0,0.0,26.0
Mahindra Thar CRDe,Coimbatore,Diesel,Manual,First,28599,2017,6,16.55,2498.0,105.0,6.0,11.71,9.66
Renault Duster 110PS Diesel RxZ,Bangalore,Diesel,Manual,Second,45348,2013,10,19.01,1461.0,108.45,5.0,0.0,6.85
Audi Q5 2008-2012 2.0 TDI,Coimbatore,Diesel,Automatic,First,80127,2013,10,12.8,1968.0,167.6,5.0,0.0,23.68
Land Rover Freelander 2 SE,Delhi,Diesel,Automatic,Second,68000,2013,10,12.39,2179.0,147.51,5.0,0.0,15.75
Volkswagen Vento Diesel Comfortline,Pune,Diesel,Manual,Third,75000,2012,11,20.54,1598.0,103.6,5.0,0.0,3.5
BMW 5 Series 2003-2012 540i Sedan,Delhi,Petrol,Automatic,Second,48000,2006,17,11.62,2979.0,306.0,5.0,0.0,6.99
Hyundai Elantra CRDi SX,Coimbatore,Diesel,Manual,First,41871,2019,4,22.7,1582.0,126.2,5.0,0.0,15.57
Tata Sumo EX,Coimbatore,Diesel,Manual,First,84931,2015,8,15.3,2956.0,83.8,7.0,0.0,5.29
Datsun redi-GO T,Kolkata,Petrol,Manual,First,15000,2016,7,22.7,799.0,53.64,5.0,3.98,2.25
BMW X5 xDrive 30d,Chennai,Diesel,Automatic,First,110000,2009,14,11.7,2993.0,245.0,5.0,0.0,20.0
BMW 6 Series 630i Coupe,Mumbai,Petrol,Automatic,First,5900,2011,12,7.94,4395.0,450.0,4.0,0.0,47.5
Maruti Alto Vxi 1.1,Chennai,Petrol,Manual,Second,103653,2002,21,18.9,1061.0,47.0,5.0,0.0,1.22
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,Petrol,Manual,First,64806,2012,11,16.47,1198.0,73.9,5.0,0.0,3.65
Datsun GO Plus A,Pune,Petrol,Manual,First,35000,2016,7,20.62,1198.0,67.0,7.0,0.0,3.1
Hyundai Creta 1.6 VTVT S,Bangalore,Petrol,Manual,First,40000,2016,7,15.29,1591.0,121.3,5.0,0.0,11.5
Maruti Alto K10 VXI,Kochi,Petrol,Manual,First,23876,2015,8,24.07,998.0,67.1,5.0,4.09,3.46
Hyundai Santa Fe 4X4,Coimbatore,Diesel,Manual,First,67901,2013,10,14.66,2199.0,194.3,7.0,0.0,8.38
Volkswagen Polo GT TDI,Pune,Diesel,Manual,First,68865,2014,9,15.11,1598.0,103.6,5.0,0.0,4.8
Honda Amaze S i-Dtech,Pune,Diesel,Manual,Second,71000,2014,9,25.8,1498.0,98.6,5.0,0.0,4.5
Maruti Swift VDI,Kolkata,Diesel,Manual,First,25000,2014,9,22.9,1248.0,74.0,5.0,0.0,3.95
Skoda Rapid 1.6 TDI Ambition,Hyderabad,Diesel,Manual,First,180000,2012,11,20.5,1598.0,103.5,5.0,0.0,3.65
Mercedes-Benz E-Class 280 CDI,Mumbai,Diesel,Automatic,First,131000,2005,18,11.0,2987.0,198.5,5.0,0.0,10.0
Mahindra Scorpio SLE BSIV,Delhi,Diesel,Manual,Second,65000,2011,12,12.05,2179.0,120.0,8.0,0.0,4.0
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,Diesel,Manual,First,117777,2012,11,21.64,1461.0,84.8,5.0,0.0,4.75
Maruti Swift Dzire VXi,Bangalore,Petrol,Manual,Second,65000,2009,14,17.5,1298.0,85.8,5.0,0.0,3.1
Hyundai EON Sportz,Kochi,Petrol,Manual,First,46897,2017,6,21.1,814.0,55.2,5.0,0.0,3.61
Honda Brio S MT,Coimbatore,Petrol,Manual,First,36695,2015,8,19.4,1198.0,86.8,5.0,0.0,4.29
Nissan Micra XV Primo,Kolkata,Petrol,Manual,First,43000,2011,12,18.06,1198.0,75.0,5.0,0.0,2.13
Maruti Alto LXi BSII,Mumbai,Petrol,Manual,First,54000,2008,15,19.7,796.0,46.3,5.0,0.0,1.1
BMW 3 Series 320d,Hyderabad,Diesel,Automatic,First,89000,2011,12,22.69,1995.0,190.0,5.0,47.2,13.95
Volkswagen Polo 1.2 MPI Highline,Mumbai,Petrol,Manual,First,7000,2014,9,16.47,1198.0,74.0,5.0,0.0,5.35
Maruti Celerio LXI,Hyderabad,Petrol,Manual,First,58470,2014,9,23.1,998.0,67.04,5.0,0.0,3.9
Maruti Wagon R VXI 1.2,Kolkata,Petrol,Manual,First,37000,2014,9,21.5,1197.0,81.8,5.0,5.56,2.8
Maruti Ciaz ZDi Plus,Mumbai,Diesel,Manual,First,29000,2016,7,26.21,1248.0,88.5,5.0,0.0,8.75
Audi A4 2.0 TDI,Hyderabad,Diesel,Automatic,First,52000,2013,10,16.55,1968.0,147.51,5.0,0.0,19.5
Honda Brio S MT,Kolkata,Petrol,Manual,First,32807,2013,10,19.4,1198.0,86.8,5.0,0.0,2.75
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,Diesel,Automatic,First,86000,2013,10,11.79,2179.0,120.0,8.0,0.0,8.0
Honda City i DTEC V,Delhi,Diesel,Manual,First,66500,2014,9,26.0,1498.0,98.6,5.0,0.0,5.7
BMW X1 sDrive20d,Ahmedabad,Diesel,Automatic,First,94000,2012,11,17.05,1995.0,184.0,5.0,0.0,12.5
Chevrolet Spark 1.0 LT,Chennai,Petrol,Manual,Second,29000,2011,12,18.0,995.0,62.0,5.0,0.0,1.75
Ford Figo Diesel EXI,Chennai,Diesel,Manual,Second,107389,2010,13,20.0,1399.0,68.0,5.0,0.0,1.9
Maruti Swift VXI BSIV,Ahmedabad,Petrol,Manual,First,36100,2015,8,20.4,1197.0,81.8,5.0,0.0,4.5
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,Diesel,Automatic,First,16329,2015,8,19.27,2143.0,170.0,5.0,0.0,30.3
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,Diesel,Automatic,First,36000,2014,9,19.3,1968.0,141.0,5.0,0.0,16.0
BMW X3 xDrive20d xLine,Kochi,Diesel,Automatic,First,41816,2017,6,18.56,1995.0,190.0,5.0,0.0,32.78
Hyundai EON Era Plus,Jaipur,Petrol,Manual,First,54680,2015,8,21.1,814.0,55.2,5.0,0.0,2.5
Audi A4 35 TDI Technology,Hyderabad,Diesel,Automatic,First,14000,2017,6,18.25,1968.0,187.74,5.0,55.61,43.0
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,Petrol,Manual,First,23977,2017,6,18.16,1196.0,86.8,5.0,0.0,5.38
Maruti Alto K10 2010-2014 VXI,Hyderabad,Petrol,Manual,First,30131,2013,10,20.92,998.0,67.1,5.0,0.0,2.65
Maruti Alto 800 2016-2019 VXI,Hyderabad,Petrol,Manual,First,2530,2017,6,24.7,796.0,47.3,5.0,0.0,3.3
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,Diesel,Automatic,First,39000,2015,8,19.27,2143.0,167.62,5.0,0.0,34.0
Hyundai Santro D Lite,Chennai,Petrol,Manual,Third,140000,2001,22,20.3,1086.0,68.0,5.0,4.55,0.7
Hyundai Xcent 1.1 CRDi S,Kochi,Diesel,Manual,First,32257,2017,6,24.4,1120.0,71.0,5.0,0.0,6.83
Honda Amaze S i-Dtech,Kochi,Diesel,Manual,First,46983,2016,7,25.8,1498.0,98.6,5.0,0.0,5.77
