Car,Location,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,85000,2009,14,15.0,1896.0,105.0,5.0,0.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,60924,2016,7,15.63,1499.0,110.4,5.0,0.0,8.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai EON Magna Plus,Chennai,45000,2012,11,21.1,814.0,55.2,5.0,0.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Micra XV CVT,Kolkata,44000,2011,12,19.15,1198.0,75.94,5.0,8.73,2.65,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Jazz 1.2 V CVT i VTEC,Kochi,30534,2016,7,19.0,1199.0,88.7,5.0,0.0,7.42,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.2 MPI Trendline,Kochi,46399,2016,7,16.47,1198.0,74.0,5.0,0.0,4.63,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto LXi,Kolkata,42000,2008,15,19.7,796.0,46.3,5.0,0.0,1.09,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX,Delhi,67000,2011,12,22.32,1582.0,126.32,5.0,0.0,3.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,58000,2013,10,10.0,2148.0,170.0,5.0,0.0,15.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Zest Revotron 1.2 XT,Coimbatore,27000,2015,8,17.57,1193.0,88.7,5.0,8.69,5.27,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Brio S Option MT,Mumbai,39566,2012,11,18.4,1198.0,86.8,5.0,0.0,2.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda Jazz VX Diesel,Chennai,14980,2016,7,27.3,1498.0,98.6,5.0,10.81,7.4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto K10 VXI AGS,Jaipur,18491,2017,6,24.07,998.0,67.1,5.0,0.0,3.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Zen VXi - BS III,Jaipur,90000,2000,23,17.3,993.0,60.0,5.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai i20 Sportz 1.4 CRDi,Pune,118211,2015,8,22.54,1396.0,88.73,5.0,0.0,5.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,63316,2016,7,22.7,1598.0,118.0,5.0,0.0,9.58,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,42000,2014,9,14.21,2143.0,203.0,5.0,0.0,24.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,25648,2015,8,13.7,1399.0,98.82,7.0,0.0,4.29,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,67612,2011,12,14.21,2143.0,203.0,5.0,0.0,11.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Mahindra XUV500 W4,Mumbai,33000,2016,7,16.0,2179.0,140.0,7.0,0.0,9.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz,Mumbai,20000,2015,8,20.36,1197.0,78.9,5.0,0.0,3.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Getz 1.3 GLS,Pune,143000,2007,16,14.2,1341.0,82.9,5.0,0.0,1.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Audi Q7 3.0 TDI quattro,Coimbatore,118218,2014,9,12.07,2967.0,241.4,7.0,0.0,31.41,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mahindra Scorpio SLE BSIV,Pune,99000,2012,11,12.05,2179.0,120.0,8.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Honda Jazz 1.2 SV i VTEC,Pune,22700,2016,7,18.7,1199.0,88.7,5.0,0.0,5.55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Safari Storme 2012-2015 EX,Jaipur,28000,2017,6,14.0,2179.0,138.1,7.0,0.0,10.91,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W6 2WD,Kolkata,62000,2014,9,15.1,2179.0,140.0,7.0,0.0,7.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,107023,2012,11,22.07,1199.0,73.9,5.0,0.0,3.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire ZDi,Delhi,71082,2012,11,19.3,1248.0,73.9,5.0,0.0,3.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q3 2.0 TDI,Mumbai,60000,2013,10,15.73,1968.0,174.33,5.0,0.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Celerio ZXI,Delhi,21701,2014,9,23.1,998.0,67.04,5.0,0.0,3.38,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City V MT Exclusive,Mumbai,56000,2011,12,16.8,1497.0,116.3,5.0,0.0,3.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Spotz,Delhi,32450,2016,7,18.6,1197.0,81.83,5.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault KWID RXT,Jaipur,12500,2016,7,25.17,799.0,53.3,5.0,0.0,2.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz CLA 200 CDI Sport,Kochi,20483,2019,4,17.9,2143.0,136.0,5.0,0.0,30.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,45800,2014,9,22.7,1498.0,89.84,5.0,0.0,7.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta 1.2,Coimbatore,35441,2015,8,18.6,1197.0,81.83,5.0,0.0,6.87,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,86398,2015,8,12.99,2494.0,100.6,7.0,0.0,15.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Sunny 2011-2014 Diesel XL,Chennai,150000,2012,11,21.64,1461.0,84.8,5.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI BSIV,Hyderabad,89000,2014,9,25.2,1248.0,74.0,5.0,0.0,5.85,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti A-Star Vxi,Hyderabad,68375,2010,13,19.0,998.0,66.1,5.0,0.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift ZXI,Pune,52000,2013,10,18.6,1197.0,85.8,5.0,0.0,3.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz CLA 200 CDI Sport,Jaipur,39000,2017,6,17.9,2143.0,136.0,5.0,42.4,27.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ertiga ZXI,Bangalore,68000,2014,9,16.02,1373.0,93.7,7.0,0.0,6.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Wagon R LXI,Jaipur,71000,2007,16,18.9,998.0,67.1,5.0,0.0,1.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,72003,2012,11,22.07,1199.0,73.9,5.0,0.0,3.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,135670,2014,9,22.7,1498.0,89.84,5.0,0.0,6.55,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i DTEC VX,Kochi,65850,2017,6,25.1,1498.0,98.6,5.0,0.0,9.44,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Corolla Altis 1.8 GL,Coimbatore,53920,2015,8,14.28,1798.0,138.03,5.0,23.37,10.77,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 2WD,Ahmedabad,58000,2014,9,15.1,2179.0,140.0,7.0,0.0,7.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto 800 2016-2019 VXI,Kolkata,4000,2016,7,24.7,796.0,47.3,5.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 5 Series 530d M Sport,Chennai,58000,2010,13,18.59,2993.0,265.0,5.0,79.78,11.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai EON D Lite Plus,Kochi,29832,2016,7,21.1,814.0,55.2,5.0,0.0,3.29,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDI,Chennai,71156,2016,7,26.59,1248.0,74.0,5.0,0.0,6.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI,Hyderabad,54000,2011,12,16.55,1968.0,147.51,5.0,0.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Superb Elegance 1.8 TSI AT,Bangalore,75000,2009,14,13.7,1798.0,157.75,5.0,0.0,4.95,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Tata Zest Revotron 1.2T XM,Kochi,39208,2015,8,17.57,1193.0,88.7,5.0,7.63,4.52,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Force One LX ABS 7 Seating,Kolkata,41000,2014,9,17.0,2149.0,139.07,7.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i-VTEC VX,Coimbatore,38622,2013,10,17.4,1497.0,117.3,5.0,12.68,6.26,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Sunny 2011-2014 XV,Chennai,18000,2016,7,16.95,1498.0,97.7,5.0,0.0,7.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento Petrol Highline AT,Mumbai,45000,2011,12,14.4,1598.0,103.6,5.0,0.0,3.35,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX VTVT AT,Mumbai,48656,2014,9,15.74,1591.0,121.3,5.0,0.0,5.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,79000,2012,11,22.0,1582.0,126.2,5.0,16.6,5.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI Multitronic,Bangalore,88000,2012,11,16.55,1968.0,140.0,5.0,0.0,16.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti SX4 Vxi BSIV,Delhi,92000,2009,14,15.5,1586.0,103.3,5.0,0.0,2.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,9000,2019,4,12.62,2198.0,158.0,7.0,0.0,32.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift LXI BSIV,Coimbatore,50121,2008,15,20.4,1197.0,83.11,5.0,0.0,3.41,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Magna,Hyderabad,79000,2014,9,24.0,1120.0,70.0,5.0,0.0,4.15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,46000,2014,9,20.14,1498.0,88.8,5.0,0.0,5.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mercedes-Benz E-Class 230,Pune,100000,2012,11,10.0,2496.0,157.7,5.0,0.0,11.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta 1.2,Kolkata,41000,2015,8,18.6,1197.0,81.83,5.0,0.0,4.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto K10 VXI AGS,Chennai,25000,2015,8,24.07,998.0,67.1,5.0,0.0,3.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ertiga VDI,Pune,71899,2014,9,20.77,1248.0,88.76,7.0,0.0,7.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Celerio VXI AT,Mumbai,7100,2016,7,23.1,998.0,67.04,5.0,0.0,4.35,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Renault KWID Climber 1.0 AMT,Coimbatore,38171,2018,5,22.5,999.0,67.0,5.0,5.72,4.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Mahindra Scorpio SLE BSIV,Bangalore,70359,2013,10,12.05,2179.0,120.0,8.0,0.0,7.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,200000,2011,12,12.8,2494.0,102.0,7.0,0.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Diesel Highline 1.2L,Chennai,26969,2017,6,22.07,1199.0,73.9,5.0,0.0,6.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo Diesel ZXI,Chennai,56500,2011,12,20.0,1399.0,68.0,5.0,0.0,2.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Terrano XL Plus 85 PS,Kolkata,40000,2014,9,20.45,1461.0,83.8,5.0,0.0,5.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Force One LX 4x4,Kolkata,41000,2014,9,17.0,2200.0,139.01,7.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault KWID 1.0 RXT Optional AMT,Kochi,53105,2017,6,22.5,999.0,67.0,5.0,4.93,4.41,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Rapid 1.5 TDI Elegance,Mumbai,23000,2013,10,21.14,1498.0,103.52,5.0,0.0,4.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 AT W10 FWD,Hyderabad,80999,2016,7,16.0,2179.0,140.0,7.0,0.0,14.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Figo Diesel Titanium,Chennai,82000,2012,11,20.0,1399.0,68.05,5.0,0.0,2.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Bolero ZLX,Coimbatore,68557,2017,6,15.96,2523.0,62.1,7.0,11.28,8.14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento 1.5 TDI Highline,Hyderabad,34000,2016,7,20.64,1498.0,108.5,5.0,14.2,8.45,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,77000,2015,8,12.99,2494.0,100.0,8.0,0.0,12.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 2WD,Mumbai,48000,2012,11,15.1,2179.0,140.0,7.0,0.0,6.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,28232,2015,8,15.8,1499.0,110.0,5.0,0.0,7.72,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,110000,2011,12,16.96,1968.0,138.1,5.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata New Safari DICOR 2.2 VX 4x4,Chennai,120000,2009,14,13.93,2179.0,138.0,7.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 3 Series 330d Convertible,Mumbai,49000,2013,10,8.2,2993.0,245.0,4.0,0.0,29.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.2 MPI Highline,Kolkata,22000,2014,9,16.47,1198.0,74.0,5.0,0.0,4.11,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Magna Optional 1.2,Coimbatore,14925,2015,8,18.5,1197.0,82.9,5.0,0.0,5.37,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga ZDI,Mumbai,75000,2013,10,20.77,1248.0,88.8,7.0,0.0,6.55,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i VTEC V,Chennai,23000,2015,8,17.4,1497.0,117.3,5.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Mumbai,57000,2014,9,17.0,1497.0,118.0,5.0,0.0,5.48,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,76718,2013,10,16.96,1968.0,138.03,5.0,0.0,6.51,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Amaze VX i-DTEC,Pune,138000,2016,7,25.8,1498.0,98.6,5.0,0.0,5.15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 2WD,Hyderabad,140000,2013,10,15.1,2179.0,140.0,7.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Corolla Altis VL,Mumbai,110000,2008,15,14.53,1798.0,138.1,5.0,0.0,2.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
BMW 3 Series 320d,Bangalore,73000,2012,11,22.69,1995.0,190.0,5.0,48.79,12.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford EcoSport 1.5 Diesel Trend,Kochi,63423,2017,6,23.0,1498.0,98.96,5.0,10.42,7.69,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,62132,2013,10,18.5,1197.0,82.85,5.0,0.0,4.57,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S AT,Mumbai,51000,2013,10,16.8,1497.0,118.0,5.0,0.0,4.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ritz VDI (ABS) BS IV,Hyderabad,75000,2015,8,23.2,1248.0,73.94,5.0,0.0,4.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Era 1.1,Kolkata,55410,2008,15,19.81,1086.0,68.05,5.0,0.0,1.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Sail 1.2 LS,Mumbai,41000,2015,8,18.2,1199.0,82.4,5.0,0.0,3.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX CRDi (O),Chennai,45000,2012,11,22.32,1582.0,126.32,5.0,0.0,6.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 SX Option,Kochi,53322,2018,5,15.8,1591.0,121.3,5.0,16.06,12.13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Sail 1.2 LS,Jaipur,48000,2013,10,18.2,1199.0,82.4,5.0,0.0,3.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q5 2.0 TDI,Hyderabad,72000,2013,10,14.16,1968.0,174.3,5.0,0.0,29.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City 1.5 V MT Exclusive,Kochi,50266,2013,10,17.0,1497.0,118.0,5.0,0.0,5.53,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,21800,2017,6,17.0,1497.0,121.36,5.0,11.27,8.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,45000,2014,9,12.07,2967.0,241.4,7.0,0.0,37.9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai i10 Magna 1.2,Delhi,62000,2010,13,20.36,1197.0,78.9,5.0,0.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Asta,Chennai,41681,2014,9,17.0,1197.0,80.0,5.0,0.0,4.55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,69313,2011,12,17.5,1197.0,85.8,5.0,0.0,2.65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Tata Indica V2 eLX,Pune,49000,2017,6,25.0,1396.0,69.0,5.0,0.0,1.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 5 Series 2010-2013 530d,Coimbatore,40471,2012,11,16.2,2993.0,235.0,5.0,0.0,25.72,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Swift VDI,Ahmedabad,60000,2013,10,22.9,1248.0,74.0,5.0,0.0,4.15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Freestyle Titanium Plus Petrol,Jaipur,1001,2018,5,19.0,1194.0,94.68,5.0,8.44,7.23,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna XXi ABS (Petrol),Bangalore,38000,2008,15,13.9,1599.0,103.2,5.0,0.0,2.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 3 Series 320d Highline,Mumbai,66000,2008,15,16.07,1995.0,181.0,5.0,0.0,7.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,33901,2017,6,12.8,2494.0,102.0,8.0,0.0,14.29,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,57000,2011,12,14.94,2143.0,204.0,5.0,0.0,17.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai Elantra 1.6 SX,Pune,170000,2013,10,22.54,1582.0,126.2,5.0,20.87,7.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ritz ZDi,Hyderabad,60000,2014,9,23.2,1248.0,73.94,5.0,0.0,4.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,85000,2016,7,24.3,1248.0,88.5,5.0,11.96,8.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Xcent 1.2 Kappa S,Kolkata,146000,2016,7,19.1,1197.0,82.0,5.0,0.0,3.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda City i DTEC V,Kolkata,56002,2014,9,26.0,1498.0,98.6,5.0,0.0,6.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault KWID RXT,Mumbai,8554,2016,7,25.17,799.0,53.3,5.0,0.0,3.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Etios Cross 1.4L VD,Jaipur,62322,2014,9,23.59,1364.0,67.06,5.0,9.55,4.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto K10 VXI,Kochi,37929,2015,8,24.07,998.0,67.1,5.0,4.09,3.69,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Tiago 1.2 Revotron XM Option,Chennai,5400,2016,7,23.84,1199.0,84.0,5.0,5.45,3.98,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.4 CRDi Magna,Kolkata,60000,2013,10,21.9,1396.0,90.0,5.0,0.0,2.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI,Kochi,55730,2014,9,16.55,1968.0,147.51,5.0,0.0,15.21,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift VDI,Hyderabad,62000,2015,8,28.4,1248.0,74.0,5.0,0.0,6.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Ameo 1.2 MPI Highline,Kochi,14576,2017,6,17.0,1198.0,73.75,5.0,8.38,6.69,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda BRV i-VTEC V CVT,Mumbai,17000,2017,6,16.0,1497.0,117.3,7.0,15.02,9.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta,Mumbai,28000,2009,14,17.0,1197.0,80.0,5.0,0.0,2.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Santa Fe 4X4,Ahmedabad,58200,2012,11,14.66,2199.0,194.3,7.0,0.0,7.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Celerio ZXI Optional AMT,Kochi,12278,2018,5,23.1,998.0,67.04,5.0,5.95,5.63,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 SX,Coimbatore,17665,2018,5,15.8,1591.0,121.3,5.0,15.36,11.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indica V2 DL BSIII,Hyderabad,200000,2004,19,17.88,1396.0,52.8,5.0,0.0,0.85,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Vento Petrol Highline,Mumbai,55893,2011,12,15.04,1598.0,103.6,5.0,0.0,3.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Celerio VXI,Kochi,60586,2015,8,23.1,998.0,67.04,5.0,0.0,4.11,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,13500,2015,8,17.9,2143.0,136.0,5.0,0.0,25.51,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Alto 800 LXI,Jaipur,30000,2017,6,22.74,796.0,47.3,5.0,0.0,3.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,12000,2018,5,10.91,3198.0,197.0,7.0,0.0,33.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Zest Revotron 1.2T XE,Kolkata,65000,2017,6,17.57,1193.0,88.7,5.0,6.59,4.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento 1.6 Comfortline,Kolkata,38000,2014,9,16.09,1598.0,103.5,5.0,10.94,3.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga ZXI,Mumbai,25000,2012,11,17.5,1373.0,91.1,7.0,0.0,5.15,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,100000,2011,12,14.0,2987.0,224.0,5.0,0.0,14.41,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
